Club,Boat Type,Sub Category,Rank,Event
BEDFORD GIRLS SCH. RC,4x+,W.J14.4x+,43,Junior Sculling Head 2018
ST PETER'S SCH. BC,4x+,W.J14.4x+,44,Junior Sculling Head 2018
LADY ELEANOR HOLLES BC,8x+,W.J14.8x+,1=,Junior Sculling Head 2018
NOTTINGHAM AND UNION RC,8x+,W.J14.8x+,1=,Junior Sculling Head 2018
KINGSTON RC,8x+,W.J14.8x+,2,Junior Sculling Head 2018
SURBITON HIGH SCH. BC,8x+,W.J14.8x+,3,Junior Sculling Head 2018
LATYMER UPPER SCH. BC,8x+,W.J14.8x+,4,Junior Sculling Head 2018
WIMBLEDON HIGH SCH. BC,8x+,W.J14.8x+,5,Junior Sculling Head 2018
PUTNEY HIGH SCH. RC,8x+,W.J14.8x+,6,Junior Sculling Head 2018
HEADINGTON SCH. OXFORD BC,8x+,W.J14.8x+,7=,Junior Sculling Head 2018
THE KINGS SCH. CHESTER  RC,8x+,W.J14.8x+,7=,Junior Sculling Head 2018
EMANUEL SCH. BC,8x+,W.J14.8x+,9,Junior Sculling Head 2018
SIR WILLIAM PERKINS'S SCH. RC,8x+,W.J14.8x+,10,Junior Sculling Head 2018
ROYAL SHREWSBURY SCH. BC,8x+,W.J14.8x+,11,Junior Sculling Head 2018
WALLINGFORD RC,8x+,W.J14.8x+,12,Junior Sculling Head 2018
MARLOW RC,8x+,W.J14.8x+,13,Junior Sculling Head 2018
THE GRANGE SCH. (HARTFORD) RC,8x+,W.J14.8x+,14,Junior Sculling Head 2018
PUTNEY HIGH SCH. RC,8x+,W.J14.8x+,15,Junior Sculling Head 2018
LADY ELEANOR HOLLES BC,8x+,W.J14.8x+,16=,Junior Sculling Head 2018
EMANUEL SCH. BC,8x+,W.J14.8x+,16=,Junior Sculling Head 2018
LATYMER UPPER SCH. BC,8x+,W.J14.8x+,16=,Junior Sculling Head 2018
WEYBRIDGE RC,8x+,W.J14.8x+,19,Junior Sculling Head 2018
SIR WILLIAM BORLASE'S GS BC,8x+,W.J14.8x+,20,Junior Sculling Head 2018
MONMOUTH COMP. SCH. BC,8x+,W.J14.8x+,21,Junior Sculling Head 2018
PANGBOURNE COLLEGE BC,8x+,W.J14.8x+,22,Junior Sculling Head 2018
MOSSBOURNE ROWING ACADEMY,8x+,W.J14.8x+,23,Junior Sculling Head 2018
HEADINGTON SCH. OXFORD BC,8x+,W.J14.8x+,24,Junior Sculling Head 2018
YARM SCH. BC,8x+,W.J14.8x+,25,Junior Sculling Head 2018
SURBITON HIGH SCH. BC,8x+,W.J14.8x+,26=,Junior Sculling Head 2018
WIMBLEDON HIGH SCH. BC,8x+,W.J14.8x+,26=,Junior Sculling Head 2018
LATYMER UPPER SCH. BC,8x+,W.J14.8x+,28,Junior Sculling Head 2018
SIR WILLIAM PERKINS'S SCH. RC,8x+,W.J14.8x+,29,Junior Sculling Head 2018
PUTNEY HIGH SCH. RC,8x+,W.J14.8x+,30,Junior Sculling Head 2018
ST EDWARDS SCH. BC,8x+,W.J14.8x+,31=,Junior Sculling Head 2018
THE KINGS SCH. CHESTER  RC,8x+,W.J14.8x+,31=,Junior Sculling Head 2018
TEAM KEANE SCULLING SCH.,8x+,W.J14.8x+,33,Junior Sculling Head 2018
LADY ELEANOR HOLLES BC,8x+,W.J14.8x+,34,Junior Sculling Head 2018
ST GEORGES COLLEGE BC,8x+,W.J14.8x+,35,Junior Sculling Head 2018
ST GEORGES COLLEGE BC,8x+,W.J14.8x+,36,Junior Sculling Head 2018
GODOLPHIN & LATYMER SCH. BC,8x+,W.J14.8x+,37,Junior Sculling Head 2018
BEDFORD GIRLS SCH. RC,8x+,W.J14.8x+,38=,Junior Sculling Head 2018
LATYMER UPPER SCH. BC,8x+,W.J14.8x+,38=,Junior Sculling Head 2018
THE KINGS SCH. ELY BC,8x+,W.J14.8x+,40,Junior Sculling Head 2018
BEDFORD MODERN SCH. BC,8x+,W.J14.8x+,41,Junior Sculling Head 2018
BEDFORD GIRLS SCH. RC,8x+,W.J14.8x+,42,Junior Sculling Head 2018
GODOLPHIN & LATYMER SCH. BC,8x+,W.J14.8x+,43,Junior Sculling Head 2018
SIR WILLIAM PERKINS'S SCH. RC,8x+,W.J14.8x+,44,Junior Sculling Head 2018
PUTNEY HIGH SCH. RC,8x+,W.J14.8x+,45,Junior Sculling Head 2018
ROYAL SHREWSBURY SCH. BC,8x+,W.J14.8x+,46,Junior Sculling Head 2018
SYDENHAM HIGH SCH. RC,8x+,W.J14.8x+,47,Junior Sculling Head 2018
HENLEY RC,4x+,W.J15.4x+,1,Junior Sculling Head 2018
MARLOW RC,4x+,W.J15.4x+,2,Junior Sculling Head 2018
LATYMER UPPER SCH. BC,4x+,W.J15.4x+,3,Junior Sculling Head 2018
TRENTHAM BC,4x+,W.J15.4x+,4=,Junior Sculling Head 2018
KINGSTON RC,4x+,W.J15.4x+,4=,Junior Sculling Head 2018
HEADINGTON SCH. OXFORD BC,4x+,W.J15.4x+,6,Junior Sculling Head 2018
SURBITON HIGH SCH. BC,4x+,W.J15.4x+,7,Junior Sculling Head 2018
PUTNEY HIGH SCH. RC,4x+,W.J15.4x+,8=,Junior Sculling Head 2018
TRAFFORD RC,4x+,W.J15.4x+,8=,Junior Sculling Head 2018
ST GEORGES COLLEGE BC,4x+,W.J15.4x+,10,Junior Sculling Head 2018
MAIDENHEAD RC,4x+,W.J15.4x+,11,Junior Sculling Head 2018
WALBROOK RC,4x+,W.J15.4x+,12,Junior Sculling Head 2018
GUILDFORD RC,4x+,W.J15.4x+,13,Junior Sculling Head 2018
ST EDWARDS SCH. BC,4x+,W.J15.4x+,14,Junior Sculling Head 2018
KINGSTON GRAM. SCH. BC,4x+,W.J15.4x+,15,Junior Sculling Head 2018
NORTHWICH RC,4x+,W.J15.4x+,16=,Junior Sculling Head 2018
TIDEWAY SCULLERS SCH.,4x+,W.J15.4x+,16=,Junior Sculling Head 2018
CITY OF BRISTOL RC,4x+,W.J15.4x+,18=,Junior Sculling Head 2018
WALBROOK RC,4x+,W.J15.4x+,18=,Junior Sculling Head 2018
STOURPORT BC,4x+,W.J15.4x+,20,Junior Sculling Head 2018
MOLESEY BC,4x+,W.J15.4x+,21,Junior Sculling Head 2018
HEREFORD CATHEDRAL SCH. BC,4x+,W.J15.4x+,22,Junior Sculling Head 2018
BEDFORD RC,4x+,W.J15.4x+,23,Junior Sculling Head 2018
SIR WILLIAM PERKINS'S SCH. RC,4x+,W.J15.4x+,24=,Junior Sculling Head 2018
ABINGDON RC,4x+,W.J15.4x+,24=,Junior Sculling Head 2018
EVESHAM RC,4x+,W.J15.4x+,26,Junior Sculling Head 2018
BEDFORD MODERN SCH. BC,4x+,W.J15.4x+,27,Junior Sculling Head 2018
GEORGE WATSONS COLLEGE RC,4x+,W.J15.4x+,28,Junior Sculling Head 2018
STRATFORD-UPON-AVON BC,4x+,W.J15.4x+,29=,Junior Sculling Head 2018
TRENTHAM BC,4x+,W.J15.4x+,29=,Junior Sculling Head 2018
HINKSEY SCULLING SCH.,4x+,W.J15.4x+,31,Junior Sculling Head 2018
ROYAL SHREWSBURY SCH. BC,4x+,W.J15.4x+,32,Junior Sculling Head 2018
KINGSTON RC,4x+,W.J15.4x+,33,Junior Sculling Head 2018
PUTNEY HIGH SCH. RC,4x+,W.J15.4x+,34,Junior Sculling Head 2018
MAIDENHEAD RC,4x+,W.J15.4x+,35,Junior Sculling Head 2018
PUTNEY HIGH SCH. RC,4x+,W.J15.4x+,36,Junior Sculling Head 2018
SIR WILLIAM PERKINS'S SCH. RC,4x+,W.J15.4x+,37,Junior Sculling Head 2018
TIFFIN SCH. BC,4x+,W.J15.4x+,38,Junior Sculling Head 2018
ABINGDON RC,4x+,W.J15.4x+,39,Junior Sculling Head 2018
NORWICH SCH. BC,4x+,W.J15.4x+,40,Junior Sculling Head 2018
NOTTINGHAM AND UNION RC,4x+,W.J15.4x+,41=,Junior Sculling Head 2018
MONMOUTH COMP. SCH. BC,4x+,W.J15.4x+,41=,Junior Sculling Head 2018
AMERICAN SCH. IN LONDON BC,4x+,W.J15.4x+,43,Junior Sculling Head 2018
KINGSTON GRAM. SCH. BC,4x+,W.J15.4x+,44,Junior Sculling Head 2018
EVESHAM RC,4x+,W.J15.4x+,45,Junior Sculling Head 2018
THE KINGS SCH. WORCESTER BC,4x+,W.J15.4x+,46,Junior Sculling Head 2018
MERCHANT TAYLORS SCH. BC,4x+,W.J15.4x+,47,Junior Sculling Head 2018
TEAM KEANE SCULLING SCH.,4x+,W.J15.4x+,48,Junior Sculling Head 2018
BURWAY RC,4x+,W.J15.4x+,49,Junior Sculling Head 2018
HEREFORD CATHEDRAL SCH. BC,4x+,W.J15.4x+,50,Junior Sculling Head 2018
BEDFORD MODERN SCH. BC,4x+,W.J15.4x+,51,Junior Sculling Head 2018
ST GEORGES COLLEGE BC,4x+,W.J15.4x+,52,Junior Sculling Head 2018
MOSSBOURNE ROWING ACADEMY,4x+,W.J15.4x+,53,Junior Sculling Head 2018
SIR WILLIAM BORLASE'S GRAM. SCH. BC,4x+,W.J15.4x+,54,Junior Sculling Head 2018
GUILDFORD RC,4x+,W.J15.4x+,55,Junior Sculling Head 2018
THE GRANGE SCH. (HARTFORD) RC,4x+,W.J15.4x+,56,Junior Sculling Head 2018
LLANDAFF RC,4x+,W.J15.4x+,57,Junior Sculling Head 2018
BEDFORD GIRLS SCH. RC,4x+,W.J15.4x+,58,Junior Sculling Head 2018
THE KINGS SCH. WORCESTER BC,4x+,W.J15.4x+,59,Junior Sculling Head 2018
THE KINGS SCH. CANTERBURY BC,4x+,W.J15.4x+,60,Junior Sculling Head 2018
LATYMER UPPER SCHOOL BC,8x+,W.J15.8x+,1,Junior Sculling Head 2018
HENLEY RC,8x+,W.J15.8x+,2,Junior Sculling Head 2018
LADY ELEANOR HOLLES BC,8x+,W.J15.8x+,3,Junior Sculling Head 2018
WALLINGFORD RC,8x+,W.J15.8x+,4,Junior Sculling Head 2018
GREAT MARLOW SCHOOL BC,8x+,W.J15.8x+,5=,Junior Sculling Head 2018
SIR WILLIAM BORLASE'S GS BC,8x+,W.J15.8x+,5=,Junior Sculling Head 2018
LADY ELEANOR HOLLES BC,8x+,W.J15.8x+,7,Junior Sculling Head 2018
THE GRANGE SCHOOL (HARTFORD) RC,8x+,W.J15.8x+,8,Junior Sculling Head 2018
SIR WILLIAM PERKINS'S SCHOOL RC,8x+,W.J15.8x+,9,Junior Sculling Head 2018
YARM SCHOOL BC,8x+,W.J15.8x+,10,Junior Sculling Head 2018
SURBITON HIGH SCHOOL BC,8x+,W.J15.8x+,11,Junior Sculling Head 2018
LADY ELEANOR HOLLES BC,8x+,W.J15.8x+,12,Junior Sculling Head 2018
ROYAL GRAM. SCH. WORCESTER BC,8x+,W.J15.8x+,13,Junior Sculling Head 2018
ST PETER'S SCHOOL BC,8x+,W.J15.8x+,14,Junior Sculling Head 2018
ST PAULS GIRLS SCHOOL BC,8x+,W.J15.8x+,15,Junior Sculling Head 2018
MARLOW RC,8x+,W.J15.8x+,16,Junior Sculling Head 2018
HENLEY RC,4x,W.J16.4x-,1,Junior Sculling Head 2018
HEADINGTON SCHOOL OXFORD BC,4x,W.J16.4x-,2,Junior Sculling Head 2018
SURBITON HIGH SCHOOL BC,4x,W.J16.4x-,3,Junior Sculling Head 2018
MARLOW RC,4x,W.J16.4x-,4,Junior Sculling Head 2018
MAIDENHEAD RC,4x,W.J16.4x-,5,Junior Sculling Head 2018
GLASGOW ACADEMY RC,4x,W.J16.4x-,6,Junior Sculling Head 2018
LADY ELEANOR HOLLES BC,4x,W.J16.4x-,7,Junior Sculling Head 2018
LATYMER UPPER SCHOOL BC,4x,W.J16.4x-,8,Junior Sculling Head 2018
"ISTITUTO STATALE ""E. STEIN"" GAVIRATE - ITALY",4x,W.J16.4x-,9,Junior Sculling Head 2018
LICEO CANTONALE TICINO SWITZERLAND,4x,W.J16.4x-,10,Junior Sculling Head 2018
GLOUCESTER RC,4x,W.J16.4x-,11,Junior Sculling Head 2018
THE CHELTENHAM LADIES' COLLEGE RC,4x,W.J16.4x-,12,Junior Sculling Head 2018
WALLINGFORD RC,4x,W.J16.4x-,13,Junior Sculling Head 2018
LADY ELEANOR HOLLES BC,4x,W.J16.4x-,14,Junior Sculling Head 2018
MOSSBOURNE ROWING ACADEMY,4x,W.J16.4x-,15,Junior Sculling Head 2018
SIR WILLIAM PERKINS'S SCHOOL RC,4x,W.J16.4x-,16,Junior Sculling Head 2018
PENGWERN BC,4x,W.J16.4x-,17,Junior Sculling Head 2018
PANGBOURNE COLLEGE BC,4x,W.J16.4x-,18,Junior Sculling Head 2018
GEORGE WATSONS COLLEGE RC,4x,W.J16.4x-,19,Junior Sculling Head 2018
WIMBLEDON HIGH SCHOOL BC,4x,W.J16.4x-,20=,Junior Sculling Head 2018
BROXBOURNE RC,4x,W.J16.4x-,20=,Junior Sculling Head 2018
ST PAULS GIRLS SCHOOL BC,4x,W.J16.4x-,22,Junior Sculling Head 2018
CANFORD SCHOOL BC,4x,W.J16.4x-,23,Junior Sculling Head 2018
THE KINGS SCHOOL WORCESTER BC,4x,W.J16.4x-,24,Junior Sculling Head 2018
LADY ELEANOR HOLLES BC,4x,W.J16.4x-,25,Junior Sculling Head 2018
NOTTINGHAM AND UNION RC,4x,W.J16.4x-,26,Junior Sculling Head 2018
MONMOUTH COMPREHENSIVE SCHOOL BC,4x,W.J16.4x-,27,Junior Sculling Head 2018
CANNOTTIERI LAGO D'ORTA ITALY,4x,W.J16.4x-,28,Junior Sculling Head 2018
LIVERPOOL VICTORIA RC *TIME ONLY*,4x,W.J16.4x-,Time only,Junior Sculling Head 2018
BEDFORD MODERN SCHOOL BC,4x,W.J16.4x-,29,Junior Sculling Head 2018
THE KINGS SCHOOL WORCESTER BC,4x,W.J16.4x-,30,Junior Sculling Head 2018
AMERICAN SCHOOL IN LONDON BC,4x,W.J16.4x-,31,Junior Sculling Head 2018
BEDFORD RC,4x,W.J16.4x-,32,Junior Sculling Head 2018
HENLEY RC,4x,W.J17.4x-,1,Junior Sculling Head 2018
NORTHWICH RC,4x,W.J17.4x-,2,Junior Sculling Head 2018
LATYMER UPPER SCHOOL BC,4x,W.J17.4x-,3,Junior Sculling Head 2018
PUTNEY HIGH SCHOOL RC,4x,W.J17.4x-,4,Junior Sculling Head 2018
GREAT MARLOW SCHOOL BC,4x,W.J17.4x-,5,Junior Sculling Head 2018
WALTON RC,4x,W.J17.4x-,6,Junior Sculling Head 2018
MONMOUTH COMP. SCH. BC,4x,W.J17.4x-,7=,Junior Sculling Head 2018
BEDFORD MODERN SCHOOL BC,4x,W.J17.4x-,7=,Junior Sculling Head 2018
PUTNEY HIGH SCHOOL RC,4x,W.J17.4x-,9=,Junior Sculling Head 2018
WYCLIFFE COLLEGE BC,4x,W.J17.4x-,9=,Junior Sculling Head 2018
SIR WILLIAM BORLASE'S GS BC,4x,W.J17.4x-,11,Junior Sculling Head 2018
PETERBOROUGH CITY RC,4x,W.J17.4x-,12,Junior Sculling Head 2018
HINKSEY SCULLING SCHOOL,4x,W.J17.4x-,13,Junior Sculling Head 2018
LIVERPOOL VICTORIA RC,4x,W.J17.4x-,14,Junior Sculling Head 2018
ROYAL SHREWSBURY SCHOOL BC,4x,W.J17.4x-,15=,Junior Sculling Head 2018
THE KINGS SCHOOL WORCESTER BC,4x,W.J17.4x-,15=,Junior Sculling Head 2018
THE GRANGE SCHOOL (HARTFORD) RC,4x,W.J17.4x-,17,Junior Sculling Head 2018
TIDEWAY SCULLERS SCHOOL,4x,W.J17.4x-,18,Junior Sculling Head 2018
THE KINGS SCHOOL WORCESTER BC,4x,W.J17.4x-,19,Junior Sculling Head 2018
LIVERPOOL VICTORIA RC,4x,W.J17.4x-,20,Junior Sculling Head 2018
WYCLIFFE COLLEGE BC,4x,W.J17.4x-,21,Junior Sculling Head 2018
BEWL BRIDGE RC,4x,W.J17.4x-,22,Junior Sculling Head 2018
HENLEY RC,4x,W.J18.4x-,1,Junior Sculling Head 2018
LATYMER UPPER SCHOOL BC,4x,W.J18.4x-,2,Junior Sculling Head 2018
HEADINGTON SCHOOL OXFORD BC,4x,W.J18.4x-,3,Junior Sculling Head 2018
HENLEY RC,4x,W.J18.4x-,4,Junior Sculling Head 2018
MARLOW RC,4x,W.J18.4x-,5,Junior Sculling Head 2018
SIR WILLIAM PERKINS'S SCHOOL RC,4x,W.J18.4x-,6,Junior Sculling Head 2018
HEADINGTON SCHOOL OXFORD BC,4x,W.J18.4x-,7,Junior Sculling Head 2018
GLASGOW ACADEMY RC,4x,W.J18.4x-,8,Junior Sculling Head 2018
WARRINGTON RC,4x,W.J18.4x-,9,Junior Sculling Head 2018
YARM SCHOOL BC,4x,W.J18.4x-,10,Junior Sculling Head 2018
LATYMER UPPER SCHOOL BC,4x,W.J18.4x-,11,Junior Sculling Head 2018
MARLOW RC,4x,W.J18.4x-,12,Junior Sculling Head 2018
ST PAULS GIRLS SCHOOL BC,4x,W.J18.4x-,13,Junior Sculling Head 2018
HENLEY RC,4x,W.J18.4x-,14,Junior Sculling Head 2018
ROYAL SHREWSBURY SCHOOL BC,4x,W.J18.4x-,15=,Junior Sculling Head 2018
STAR CLUB,4x,W.J18.4x-,15=,Junior Sculling Head 2018
QUEEN ANNE'S BC,4x,W.J18.4x-,17,Junior Sculling Head 2018
HEADINGTON SCHOOL OXFORD BC,4x,W.J18.4x-,18,Junior Sculling Head 2018
BEWL BRIDGE RC,4x,W.J18.4x-,19,Junior Sculling Head 2018
LLANDAFF RC,4x,W.J18.4x-,20,Junior Sculling Head 2018
THE KINGS SCHOOL WORCESTER BC,4x,W.J18.4x-,21,Junior Sculling Head 2018
SIR WILLIAM PERKINS'S SCHOOL RC,4x,W.J18.4x-,22,Junior Sculling Head 2018
KINGSTON GRAM. SCH. BC,4x,W.J18.4x-,23=,Junior Sculling Head 2018
MAIDENHEAD RC,4x,W.J18.4x-,23=,Junior Sculling Head 2018
SIR WILLIAM BORLASE'S GS BC,4x,W.J18.4x-,25,Junior Sculling Head 2018
ETON EXCELSIOR RC,4x,W.J18.4x-,26,Junior Sculling Head 2018
BRYANSTON SCHOOL BC,4x,W.J18.4x-,27,Junior Sculling Head 2018
HEADINGTON SCHOOL OXFORD BC,4x,W.J18.4x-,28,Junior Sculling Head 2018
GREAT MARLOW SCHOOL BC,4x,W.J18.4x-,29,Junior Sculling Head 2018
HEREFORD CATHEDRAL SCHOOL BC,4x,W.J18.4x-,30,Junior Sculling Head 2018
QUEEN ANNE'S BC,4x,W.J18.4x-,31,Junior Sculling Head 2018
ROYAL GRAM. SCH. WORCESTER BC,4x,W.J18.4x-,32,Junior Sculling Head 2018
YARM SCHOOL BC,4x,W.J18.4x-,33,Junior Sculling Head 2018
CANNOTTIERI LAGO D'ORTA ITALY,4x,W.J18.4x-,34,Junior Sculling Head 2018
UNIVERSITY OF BRISTOL,4+,WB4+,1,BUCS Head 2018
NORTHUMBRIA UNIVERSITY,4+,WB4+,2,BUCS Head 2018
UNIVERSITY OF EDINBURGH,4+,WB4+,3,BUCS Head 2018
QUEEN'S UNIVERSITY BELFAST,4+,WB4+,4,BUCS Head 2018
UNIVERSITY OF DUNDEE,4+,WB4+,5,BUCS Head 2018
DURHAM UNIVERSITY,4+,WB4+,6,BUCS Head 2018
UNIVERSITY OF ABERDEEN,4+,WB4+,7,BUCS Head 2018
UNIVERSITY OF WORCESTER,4+,WB4+,8,BUCS Head 2018
UNIVERSITY OF EDINBURGH,4+,WB4+,9,BUCS Head 2018
UNIVERSITY OF SURREY,4+,WB4+,10,BUCS Head 2018
UNIVERSITY OF NOTTINGHAM,4+,WB4+,11,BUCS Head 2018
UNIVERSITY OF ST ANDREWS,4+,WB4+,12,BUCS Head 2018
UNIVERSITY OF SHEFFIELD,4+,WB4+,13,BUCS Head 2018
UNIVERSITY OF BRISTOL,4+,WB4+,14,BUCS Head 2018
UNIVERSITY OF MANCHESTER,4+,WB4+,15,BUCS Head 2018
ROBERT GORDON UNIVERSITY,4+,WB4+,16,BUCS Head 2018
UNIVERSITY OF EXETER,4+,WB4+,17,BUCS Head 2018
UNIVERSITY OF SHEFFIELD,4+,WB4+,18,BUCS Head 2018
SHEFFIELD HALLAM UNIVERSITY,4+,WB4+,19,BUCS Head 2018
UNIVERSITY OF LEEDS,4+,WB4+,20,BUCS Head 2018
UNIVERSITY OF WORCESTER,4+,WB4+,21,BUCS Head 2018
UNIVERSITY OF EAST ANGLIA,4+,WB4+,22,BUCS Head 2018
UNIVERSITY OF EXETER,4+,WB4+,TO,BUCS Head 2018
UNIVERSITY OF LEEDS,4x,WB4x,1,BUCS Head 2018
NEWCASTLE UNIVERSITY,4x,WB4x,2,BUCS Head 2018
DE MONTFORT UNIVERSITY,4x,WB4x,3,BUCS Head 2018
DURHAM UNIVERSITY,4x,WB4x,4,BUCS Head 2018
NOTTINGHAM TRENT UNIVERSITY,4x,WB4x,5,BUCS Head 2018
UNIVERSITY OF ABERDEEN,4x,WB4x,6,BUCS Head 2018
UNIVERSITY OF EXETER,4x,WB4x,7,BUCS Head 2018
LOUGHBOROUGH UNIVERSITY,4x,WB4x,8,BUCS Head 2018
SHEFFIELD HALLAM UNIVERSITY,4x,WB4x,11,BUCS Head 2018
QUEEN'S UNIVERSITY BELFAST,8+,WB8+,1,BUCS Head 2018
UNIVERSITY OF ABERDEEN,8+,WB8+,2,BUCS Head 2018
DURHAM UNIVERSITY,8+,WB8+,3,BUCS Head 2018
UNIVERSITY OF EXETER,8+,WB8+,4,BUCS Head 2018
QUEEN'S UNIVERSITY BELFAST,8+,WB8+,5,BUCS Head 2018
UNIVERSITY OF BATH,8+,WB8+,6,BUCS Head 2018
LANCASTER UNIVERSITY,8+,WB8+,7,BUCS Head 2018
UNIVERSITY OF ST ANDREWS,8+,WB8+,8,BUCS Head 2018
UNIVERSITY OF BRISTOL,8+,WB8+,9,BUCS Head 2018
UNIVERSITY OF YORK,8+,WB8+,10,BUCS Head 2018
UNIVERSITY OF LIVERPOOL,8+,WB8+,11,BUCS Head 2018
UNIVERSITY OF BIRMINGHAM,8+,WB8+,12,BUCS Head 2018
UNIVERSITY OF LEEDS,8+,WB8+,13,BUCS Head 2018
UNIVERSITY OF NOTTINGHAM,8+,WB8+,14,BUCS Head 2018
KING'S COLLEGE LONDON,8+,WB8+,15,BUCS Head 2018
UNIVERSITY OF WORCESTER,8+,WB8+,16,BUCS Head 2018
UNIVERSITY COLLEGE LONDON,8+,WB8+,17,BUCS Head 2018
UNIVERSITY OF EAST ANGLIA,8+,WB8+,18,BUCS Head 2018
UNIVERSITY OF THE WEST OF ENGLAND (UWE),8+,WB8+,19,BUCS Head 2018
UNIVERSITY OF SHEFFIELD,8+,WB8+,20,BUCS Head 2018
UNIVERSITY OF BATH,8+,WB8+,21,BUCS Head 2018
UNIVERSITY OF BIRMINGHAM,8+,WB8+,22,BUCS Head 2018
UNIVERSITY COLLEGE LONDON,8+,WB8+,23,BUCS Head 2018
SHEFFIELD HALLAM UNIVERSITY,8+,WB8+,24,BUCS Head 2018
UNIVERSITY OF MANCHESTER,8+,WB8+,25,BUCS Head 2018
UNIVERSITY OF YORK,8+,WB8+,26,BUCS Head 2018
UNIVERSITY COLLEGE LONDON,8+,WB8+,27,BUCS Head 2018
UNIVERSITY COLLEGE LONDON,8+,WB8+,TO,BUCS Head 2018
UNIVERSITY OF EDINBURGH,8+,WB8+,TO,BUCS Head 2018
UNIVERSITY OF LONDON,8+,WC8+,1,BUCS Head 2018
UNIVERSITY OF EDINBURGH,8+,WC8+,2,BUCS Head 2018
NEWCASTLE UNIVERSITY,8+,WC8+,3,BUCS Head 2018
UNIVERSITY OF BATH,8+,WC8+,4,BUCS Head 2018
DURHAM UNIVERSITY,8+,WC8+,5,BUCS Head 2018
UNIVERSITY OF GLASGOW,8+,WC8+,6,BUCS Head 2018
UNIVERSITY OF BIRMINGHAM,8+,WC8+,7,BUCS Head 2018
UNIVERSITY OF LONDON,8+,WInt8+,1,BUCS Head 2018
NEWCASTLE UNIVERSITY,8+,WInt8+,2,BUCS Head 2018
UNIVERSITY OF BRISTOL,8+,WInt8+,3,BUCS Head 2018
UNIVERSITY OF EDINBURGH,8+,WInt8+,4,BUCS Head 2018
UNIVERSITY OF ST ANDREWS,8+,WInt8+,5,BUCS Head 2018
QUEEN'S UNIVERSITY BELFAST,8+,WInt8+,6,BUCS Head 2018
UNIVERSITY OF BRISTOL,8+,WInt8+,7,BUCS Head 2018
UNIVERSITY OF LONDON,8+,WInt8+,8,BUCS Head 2018
UNIVERSITY OF SURREY,8+,WInt8+,9,BUCS Head 2018
UNIVERSITY OF GLASGOW,8+,WInt8+,10,BUCS Head 2018
NEWCASTLE UNIVERSITY,8+,WInt8+,11,BUCS Head 2018
UNIVERSITY OF LEEDS,8+,WInt8+,12,BUCS Head 2018
UNIVERSITY OF SHEFFIELD,8+,WInt8+,13,BUCS Head 2018
UNIVERSITY COLLEGE LONDON,8+,WInt8+,14,BUCS Head 2018
UNIVERSITY OF YORK,8+,WInt8+,15,BUCS Head 2018
DURHAM UNIVERSITY,8+,WInt8+,16,BUCS Head 2018
KING'S COLLEGE LONDON,8+,WInt8+,17,BUCS Head 2018
UNIVERSITY OF BATH,8+,WInt8+,18,BUCS Head 2018
UNIVERSITY OF ABERDEEN,8+,WInt8+,19,BUCS Head 2018
UNIVERSITY OF LIVERPOOL,8+,WInt8+,20,BUCS Head 2018
UNIVERSITY COLLEGE LONDON,8+,WInt8+,21,BUCS Head 2018
UNIVERSITY OF EDINBURGH,8+,WInt8+,22,BUCS Head 2018
LANCASTER UNIVERSITY,8+,WInt8+,23,BUCS Head 2018
UNIVERSITY OF EXETER,8+,WInt8+,24,BUCS Head 2018
QUEEN'S UNIVERSITY BELFAST,8+,WInt8+,25,BUCS Head 2018
UNIVERSITY OF THE WEST OF ENGLAND (UWE),8+,WInt8+,26,BUCS Head 2018
UNIVERSITY OF STRATHCLYDE,8+,WInt8+,27,BUCS Head 2018
DURHAM UNIVERSITY,8+,WInt8+,28,BUCS Head 2018
UNIVERSITY OF BIRMINGHAM,8+,WInt8+,29,BUCS Head 2018
UNIVERSITY COLLEGE LONDON,8+,WInt8+,30,BUCS Head 2018
DURHAM UNIVERSITY,8+,WInt8+,31,BUCS Head 2018
UNIVERSITY OF SHEFFIELD,8+,WInt8+,32,BUCS Head 2018
UNIVERSITY OF DUNDEE,8+,WInt8+,33,BUCS Head 2018
UNIVERSITY COLLEGE LONDON,8+,WInt8+,34,BUCS Head 2018
UNIVERSITY OF BRISTOL,8+,WInt8+,35,BUCS Head 2018
DURHAM UNIVERSITY,8+,WInt8+,36,BUCS Head 2018
UNIVERSITY OF BRISTOL,8+,WInt8+,37,BUCS Head 2018
UNIVERSITY OF ST ANDREWS,8+,WInt8+,38,BUCS Head 2018
SHEFFIELD HALLAM UNIVERSITY,8+,WInt8+,39,BUCS Head 2018
UNIVERSITY OF SHEFFIELD,8+,WInt8+,40,BUCS Head 2018
HARTPURY UNIVERSITY CENTRE,8+,WInt8+,SCR,BUCS Head 2018
DURHAM UNIVERSITY,8+,WInt8+,TO,BUCS Head 2018
UNIVERSITY OF MANCHESTER,8+,WInt8+,SCR,BUCS Head 2018
DURHAM UNIVERSITY,8+,WInt8+,TO,BUCS Head 2018
UNIVERSITY OF EXETER,4x,WCLwt4x,1,BUCS Head 2018
UNIVERSITY OF NOTTINGHAM,4x,WCLwt4x,2=,BUCS Head 2018
READING UNIVERSITY,4x,WCLwt4x,2=,BUCS Head 2018
DURHAM UNIVERSITY,4x,WCLwt4x,4,BUCS Head 2018
UNIVERSITY OF BATH,4x,WCLwt4x,5,BUCS Head 2018
