Club,Boat Type,Sub Category,Rank,Event
LEEDS ROWING CLUB,1x,1x B3,238,York Small Boats Head 2017
ST PETER'S SCHOOL BOAT CLUB,1x,J16.1x,239,York Small Boats Head 2017
ST PETER'S SCHOOL BOAT CLUB,2x,J16.2x,241,York Small Boats Head 2017
TYNE AMATEUR ROWING CLUB,1x,MasE/G.1x,245,York Small Boats Head 2017
WEST NORFOLK ROWING CLUB,1x,MasD.1x,247,York Small Boats Head 2017
BRADFORD GRAMMAR SCHOOL BOAT CLUB,4x+,J15.4x+,248,York Small Boats Head 2017
GREIFENSEE ROWING CLUB,2x,MasH/I.2x,249,York Small Boats Head 2017
YORK CITY ROWING CLUB,2x,MasH/I.2x,272,York Small Boats Head 2017
DONCASTER SCHOOLS' ROWING ASSOCIATION,2x,2x B2,250,York Small Boats Head 2017
MANCHESTER UNIVERSITY THE BOAT CLUB,4+,4+ B3,251,York Small Boats Head 2017
ST PETER'S SCHOOL BOAT CLUB,2x,J16.2x,260,York Small Boats Head 2017
LEEDS ROWING CLUB,2x,J14.2x,261,York Small Boats Head 2017
BRADFORD AMATEUR ROWING CLUB,2x,MasE.2x,273,York Small Boats Head 2017
DURHAM AMATEUR ROWING CLUB,2x,J14.2x,275,York Small Boats Head 2017
DURHAM SCHOOL BOAT CLUB,4x+,J14.4x+ B1,276,York Small Boats Head 2017
YORK CITY ROWING CLUB,2x,MasF/G.2x,277,York Small Boats Head 2017
DURHAM SCHOOL BOAT CLUB,2x,J14.2x,279,York Small Boats Head 2017
YARM SCHOOL BOAT CLUB,4x+,J14.4x+ B2,280,York Small Boats Head 2017
BRADFORD GRAMMAR SCHOOL BOAT CLUB,4x+,J14.4x+ B1,281,York Small Boats Head 2017
YORK CITY ROWING CLUB,1x,MasD.1x,295,York Small Boats Head 2017
DURHAM SCHOOL BOAT CLUB,2x,J14.2x,296,York Small Boats Head 2017
YORK UNIVERSITY OF BOAT CLUB,1x,1x B3,298,York Small Boats Head 2017
BRADFORD GRAMMAR SCHOOL BOAT CLUB,4x+,J14.4x+ B1,299,York Small Boats Head 2017
DONCASTER ROWING CLUB,2x,MasH/I.2x,300,York Small Boats Head 2017
YARM SCHOOL BOAT CLUB,4x+,J14.4x+ B2,301,York Small Boats Head 2017
YORK CITY ROWING CLUB,1x,MasJ.1x,303,York Small Boats Head 2017
GOLDIE,8+,E,1,Quintin Head 2018
UNIVERSITY OF LONDON,8+,E,2,Quintin Head 2018
IMPERIAL COLLEGE,8+,S,3,Quintin Head 2018
THAMES,8+,E,4,Quintin Head 2018
GOLDIE,8+,S,5,Quintin Head 2018
ST PAUL'S SCHOOL,8+,E,6,Quintin Head 2018
MOLESEY,8+,S,7,Quintin Head 2018
THAMES,8+,S,8,Quintin Head 2018
UNIVERSITY OF LONDON,8+,IM1,9,Quintin Head 2018
STAR & ARROW,8+,S,10,Quintin Head 2018
THAMES (WALLER),8+,IM1,11,Quintin Head 2018
ORIEL COLLEGE OXFORD,8+,S,12,Quintin Head 2018
UPPER THAMES,8+,S,13,Quintin Head 2018
MOLESEY (ORIGINAL IM1),8+,IM1,14,Quintin Head 2018
UNIVERSITY OF BRISTOL,8+,IM1,15,Quintin Head 2018
SHIPLAKE COLLEGE (HOLBOROUGH),8+,J18,16,Quintin Head 2018
ABINGDON SCHOOL A,8+,J18,17,Quintin Head 2018
ROYAL CHESTER,8+,IM1,18=,Quintin Head 2018
IMPERIAL COLLEGE,8+,IM2,18=,Quintin Head 2018
ST PAUL'S SCHOOL,8+,J18,20,Quintin Head 2018
ITCHEN IMPERIAL,8+,IM2,21=,Quintin Head 2018
THAMES (SANTOS),8+,IM1,21=,Quintin Head 2018
RADLEY COLLEGE 'SERPENTES',8+,J18,23,Quintin Head 2018
LONDON A,8+,IM2,24,Quintin Head 2018
OXFORD UNIVERSITY LIGHTWEIGHT,8+,S,25,Quintin Head 2018
CITY OF BRISTOL,8+,IM1,26,Quintin Head 2018
WESTMINSTER SCHOOL,8+,J18,27,Quintin Head 2018
CRABTREE,8+,MasBCD,28,Quintin Head 2018
KING'S COLLEGE SCHOOL,8+,J18,29,Quintin Head 2018
MOLESEY (FORMER IM2),8+,IM1,30,Quintin Head 2018
UNIVERSITY OF LONDON,8+,IM2,31,Quintin Head 2018
VESTA (LUMLEY),8+,IM2,32,Quintin Head 2018
,8+,,,Quintin Head 2018
RADLEY COLLEGE 'COLUMBAE',8+,J18,34,Quintin Head 2018
LEA (MOORE),8+,IM2,35,Quintin Head 2018
ST PAUL'S SCHOOL 'C2',8+,J16,36,Quintin Head 2018
UNIVERSITY OF WEST OF ENGLAND,8+,IM2,37,Quintin Head 2018
UNIVERSITY OF BRISTOL (COX),8+,IM3,38,Quintin Head 2018
ST GEORGE'S COLLEGE,8+,J18,39,Quintin Head 2018
UNIVERSITY OF WEST OF ENGLAND,8+,IM3,40,Quintin Head 2018
KING'S COLLEGE SCHOOL,8+,J16,41,Quintin Head 2018
UNIVERSITY OF WARWICK (BEDFORD),8+,IM3,42=,Quintin Head 2018
BROXBOURNE,8+,IM2,42=,Quintin Head 2018
CURLEW,8+,IM2,44,Quintin Head 2018
READING,8+,IM2,45,Quintin Head 2018
JESUS COLLEGE OXFORD,8+,IM3,46,Quintin Head 2018
HAMPTON SCHOOL,8+,IM3,47,Quintin Head 2018
SHIPLAKE COLLEGE,8+,J16,48,Quintin Head 2018
PUTNEY TOWN,8+,IM2,49,Quintin Head 2018
QUINTIN,8+,IM2,50,Quintin Head 2018
LONDON,8+,MasBCD,51,Quintin Head 2018
KING'S COLLEGE LONDON A,8+,N,52,Quintin Head 2018
MAIDSTONE INVICTA,8+,IM3,53,Quintin Head 2018
LONDON B,8+,IM2,54=,Quintin Head 2018
UNIVERSITY OF LONDON,8+,IM3,54=,Quintin Head 2018
IMPERIAL COLLEGE,8+,IM3,56,Quintin Head 2018
LATYMER UPPER SCHOOL 2,8+,J18,58,Quintin Head 2018
BARTS & THE LONDON,8+,IM3,59,Quintin Head 2018
ABINGDON SCHOOL,8+,J16,60=,Quintin Head 2018
UNIVERSITY COLLEGE LONDON,8+,IM3,62,Quintin Head 2018
AURIOL KENSINGTON (WHITEHEAD),8+,IM3,63,Quintin Head 2018
UPPER THAMES / HENLEY,8+,MasE,64,Quintin Head 2018
CITY OF BRISTOL,8+,IM3,65,Quintin Head 2018
READING BLUE COAT SCHOOL,8+,J18,66,Quintin Head 2018
VESTA,8+,MasBCD,68,Quintin Head 2018
WESTMINSTER SCHOOL,8+,J16,69,Quintin Head 2018
IMPERIAL COLLEGE (TARDY),8+,N,70,Quintin Head 2018
UNIVERSITY OF WARWICK (BURNFORD),8+,IM3,71,Quintin Head 2018
RADLEY COLLEGE,8+,J16,72,Quintin Head 2018
ABINGDON SCHOOL B,8+,J18,73,Quintin Head 2018
SHIPLAKE COLLEGE (CALDEIRA),8+,J18,74,Quintin Head 2018
KING'S COLLEGE SCHOOL 'THOR',8+,J15,75,Quintin Head 2018
ABINGDON,8+,MasE,76,Quintin Head 2018
ROYAL FREE & UNIV COLL MED SCH,8+,IM3,77,Quintin Head 2018
LEA,8+,IM3,78,Quintin Head 2018
WEYBRIDGE,8+,N,80,Quintin Head 2018
LEA (HUGHES),8+,IM2,82,Quintin Head 2018
HSBC,8+,IM2,83,Quintin Head 2018
VESTA (PEARSON),8+,IM2,86,Quintin Head 2018
ST GEORGE'S COLLEGE,8+,J16,87=,Quintin Head 2018
ST GEORGE'S COLLEGE (WORTLEY),8+,J15,90,Quintin Head 2018
BROXBOURNE,8+,MasE,92,Quintin Head 2018
RADLEY COLLEGE,8+,IM3,93,Quintin Head 2018
EMANUEL SCHOOL (OSBORNE),8+,N,94,Quintin Head 2018
HAMPTON SCHOOL 'PINKY',8+,J16,95,Quintin Head 2018
KING'S COLLEGE SCHOOL,8+,N,96,Quintin Head 2018
READING BLUE COAT SCHOOL,8+,J16,97=,Quintin Head 2018
QUINTIN,8+,MasF,97=,Quintin Head 2018
LONDON SCHOOL OF ECONOMICS 1,8+,N,99,Quintin Head 2018
VESTA,8+,IM3,101,Quintin Head 2018
IMPERIAL COLLEGE SCHOOL OF MEDICINE,8+,IM3,102,Quintin Head 2018
THAMES TRADESMEN,8+,MasE,106,Quintin Head 2018
READING BLUE COAT SCHOOL,8+,IM3,108,Quintin Head 2018
DULWICH COLLEGE,8+,J16,109,Quintin Head 2018
READING BLUE COAT SCHOOL 1,8+,J15,111,Quintin Head 2018
LATYMER UPPER SCHOOL,8+,J15,112,Quintin Head 2018
WEYBRIDGE,8+,MasF,115,Quintin Head 2018
HAMPTON SCHOOL 'THE BRAIN',8+,J16,116,Quintin Head 2018
TIDEWAY SCULLERS SCHOOL,8+,MasE,117,Quintin Head 2018
WESTMINSTER SCHOOL X,8+,J15,118,Quintin Head 2018
TIDEWAY SCULLERS SCHOOL,8+,MasF,119=,Quintin Head 2018
ST PAUL'S SCHOOL X,8+,J15,121,Quintin Head 2018
THAMES,8+,MasF,122,Quintin Head 2018
WESTMINSTER SCHOOL Y,8+,J15,123=,Quintin Head 2018
READING,8+,MasF,126,Quintin Head 2018
FURNIVALL,8+,IM3,128,Quintin Head 2018
CYGNET,8+,IM3,133,Quintin Head 2018
KINGSTON,8+,MasBCD,134,Quintin Head 2018
ST GEORGE'S HOSPITAL,8+,IM3,137,Quintin Head 2018
AURIOL KENSINGTON (GRAHAM),8+,IM3,139,Quintin Head 2018
TWICKENHAM,8+,MasF,144,Quintin Head 2018
KING'S COLLEGE SCHOOL 'HULK',8+,J15,145,Quintin Head 2018
UNIVERSITY COLLEGE LONDON (WIGSTON),8+,N,146,Quintin Head 2018
ROYAL FREE & UNIV COLL MED SCH,8+,N,147,Quintin Head 2018
EMANUEL SCHOOL (ASTOLFI),8+,N,151,Quintin Head 2018
CURLEW,8+,N,155,Quintin Head 2018
LONDON SCHOOL OF ECONOMICS 2,8+,N,158=,Quintin Head 2018
KING'S COLLEGE LONDON B,8+,N,160,Quintin Head 2018
PUTNEY TOWN (DESMOND),8+,MasF,162,Quintin Head 2018
PARR'S PRIORY,8+,IM3,167,Quintin Head 2018
ST GEORGE'S COLLEGE (CREWE),8+,J15,171=,Quintin Head 2018
GLOBE,8+,IM3,171=,Quintin Head 2018
BARTS & THE LONDON,8+,N,174,Quintin Head 2018
ST PAUL'S SCHOOL Y,8+,J15,177,Quintin Head 2018
HILLINGDON,8+,MasBCD,181,Quintin Head 2018
IMPERIAL COLLEGE (SCHERRERS),8+,N,182,Quintin Head 2018
PUTNEY TOWN (GREEN),8+,MasF,183,Quintin Head 2018
DULWICH COLLEGE 'HOWARD',8+,J15,184,Quintin Head 2018
VESTA,8+,N,185,Quintin Head 2018
KING'S COLLEGE SCHOOL 'SAMPSON',8+,J15,186,Quintin Head 2018
UNIVERSITY COLLEGE LONDON (FALLER),8+,N,187,Quintin Head 2018
EMANUEL SCHOOL,8+,J15,188,Quintin Head 2018
READING BLUE COAT SCHOOL 2,8+,J15,193,Quintin Head 2018
CYGNET,8+,MasF,196,Quintin Head 2018
PUTNEY TOWN,8+,N,199,Quintin Head 2018
ROYAL VETERINARY COLLEGE,8+,IM3,200=,Quintin Head 2018
LONDON OTTERS (BRATKO),8+,N,205,Quintin Head 2018
UNIVERSITY OF BRISTOL,8+,N,206,Quintin Head 2018
SONS OF THE THAMES,8+,IM3,209,Quintin Head 2018
LONDON OTTERS (CANTARERO),8+,N,217,Quintin Head 2018
LONDON OTTERS (ARNOLD),8+,N,222,Quintin Head 2018
A.B. SEVERN BC,4x,J18.4x-,1,Henley Long Distance Sculls 2017
HENLEY RC,4x,J18.4x-,2,Henley Long Distance Sculls 2017
MARLOW RC,4x,J18.4x-,3,Henley Long Distance Sculls 2017
HEREFORD CATHEDRAL SCH. BC,4x,J18.4x-,4,Henley Long Distance Sculls 2017
RADLEY COLLEGE BC,4x,J18.4x-,5,Henley Long Distance Sculls 2017
UPPER THAMES RC/PLE - COMPOSITE,2x,2x,6,Henley Long Distance Sculls 2017
HENLEY RC,2x,J16.2x,7,Henley Long Distance Sculls 2017
CANFORD SCH. BC,4x,J18.4x-,9,Henley Long Distance Sculls 2017
LATYMER UPPER SCH. BC,2x,J16.2x,10,Henley Long Distance Sculls 2017
POPLAR BLACKWALL & DISTRICT RC,2x,2x,12,Henley Long Distance Sculls 2017
HENLEY RC,2x,J16.2x,13,Henley Long Distance Sculls 2017
A.B. SEVERN BC,2x,J16.2x,14,Henley Long Distance Sculls 2017
WALLINGFORD RC,NULL,Time only,15,Henley Long Distance Sculls 2017
STAR AND ARROW CLUB,1x,J18.1x  Band 1,17,Henley Long Distance Sculls 2017
A.B. SEVERN BC,2x,J16.2x,18,Henley Long Distance Sculls 2017
STRATFORD-UPON-AVON BC,2x,J16.2x,20,Henley Long Distance Sculls 2017
STAR AND ARROW CLUB,1x,J18.1x  Band 1,22,Henley Long Distance Sculls 2017
BRYANSTON SCH. BC,2x,J16.2x,23,Henley Long Distance Sculls 2017
CRABTREE BC,1x,MasD.1x,24,Henley Long Distance Sculls 2017
BRYANSTON SCH. BC,2x,J16.2x,27,Henley Long Distance Sculls 2017
HENLEY RC,1x,J18.1x  Band 1,29,Henley Long Distance Sculls 2017
STAR AND ARROW CLUB,1x,J18.1x  Band 1,31,Henley Long Distance Sculls 2017
MAIDENHEAD RC,2x,J16.2x,32,Henley Long Distance Sculls 2017
LATYMER UPPER SCH. BC,2x,J16.2x,33,Henley Long Distance Sculls 2017
SHOREHAM RC,2x,2x,34,Henley Long Distance Sculls 2017
ORATORY SCH. BC,1x,J18.1x  Band 2,35,Henley Long Distance Sculls 2017
RADLEY COLLEGE BC,1x,J18.1x  Band 2,37,Henley Long Distance Sculls 2017
HENLEY RC,1x,J18.1x  Band 1,38,Henley Long Distance Sculls 2017
GLOBE RC,1x,J18.1x  Band 1,41,Henley Long Distance Sculls 2017
STAR AND ARROW CLUB,2x,J15.2x,42,Henley Long Distance Sculls 2017
LATYMER UPPER SCH. BC,1x,J18.1x  Band 1,43,Henley Long Distance Sculls 2017
STAR AND ARROW CLUB,1x,J18.1x  Band 1,44,Henley Long Distance Sculls 2017
LATYMER UPPER SCH. BC,2x,J16.2x,45,Henley Long Distance Sculls 2017
HEREFORD CATHEDRAL SCH. BC,2x,J16.2x,46,Henley Long Distance Sculls 2017
ETON COLLEGE BC,1x,J18.1x  Band 2,47,Henley Long Distance Sculls 2017
HINKSEY SCULLING SCH.,1x,J18.1x  Band 2,48,Henley Long Distance Sculls 2017
ETON COLLEGE BC,1x,J18.1x  Band 1,50,Henley Long Distance Sculls 2017
HENLEY RC,1x,J18.1x  Band 1,51,Henley Long Distance Sculls 2017
LATYMER UPPER SCH. BC,1x,J18.1x  Band 1,52,Henley Long Distance Sculls 2017
MARLOW RC,1x,J18.1x  Band 1,54,Henley Long Distance Sculls 2017
STAR AND ARROW CLUB,1x,J18.1x  Band 2,55,Henley Long Distance Sculls 2017
GLOBE RC,1x,J18.1x  Band 1,56,Henley Long Distance Sculls 2017
MARLOW RC,1x,J18.1x  Band 3,57,Henley Long Distance Sculls 2017
UPPER THAMES RC,1x,MasD.1x,58,Henley Long Distance Sculls 2017
RADLEY COLLEGE BC,1x,J18.1x  Band 2,60,Henley Long Distance Sculls 2017
RADLEY COLLEGE BC,1x,J18.1x  Band 1,64,Henley Long Distance Sculls 2017
LATYMER UPPER SCH. BC,1x,J18.1x  Band 1,66,Henley Long Distance Sculls 2017
MARLOW RC,1x,J18.1x  Band 1,69,Henley Long Distance Sculls 2017
CITY OF BRISTOL RC,2x,J15.2x,73,Henley Long Distance Sculls 2017
ETON COLLEGE BC,1x,J18.1x  Band 3,75,Henley Long Distance Sculls 2017
MARLOW RC,1x,J18.1x  Band 1,78,Henley Long Distance Sculls 2017
ROSS RC,2x,J15.2x,79,Henley Long Distance Sculls 2017
ABINGDON RC,1x,MasA/B H'cap.1x,80,Henley Long Distance Sculls 2017
STAR AND ARROW CLUB,1x,J18.1x  Band 3,82,Henley Long Distance Sculls 2017
LATYMER UPPER SCH. BC,2x,J16.2x,84,Henley Long Distance Sculls 2017
WALLINGFORD RC,1x,J18.1x  Band 2,85,Henley Long Distance Sculls 2017
RADLEY COLLEGE BC,1x,J18.1x  Band 2,86,Henley Long Distance Sculls 2017
ETON COLLEGE BC,1x,J18.1x  Band 2,87,Henley Long Distance Sculls 2017
RADLEY COLLEGE BC,2x,J16.2x,88,Henley Long Distance Sculls 2017
LATYMER UPPER SCH. BC,1x,J18.1x  Band 2,89,Henley Long Distance Sculls 2017
CITY OF BRISTOL RC,1x,MasC.1x,90,Henley Long Distance Sculls 2017
ETON COLLEGE BC,1x,J18.1x  Band 3,91,Henley Long Distance Sculls 2017
CITY OF BRISTOL RC,4x+,J14.4x+,92,Henley Long Distance Sculls 2017
WALLINGFORD RC,2x,J16.2x,93,Henley Long Distance Sculls 2017
RADLEY COLLEGE BC,1x,J18.1x  Band 2,94,Henley Long Distance Sculls 2017
ETON VIKINGS CLUB,1x,MasD.1x,95,Henley Long Distance Sculls 2017
ETON COLLEGE BC,1x,J18.1x  Band 1,96,Henley Long Distance Sculls 2017
RADLEY COLLEGE BC,1x,J18.1x  Band 2,97,Henley Long Distance Sculls 2017
WALLINGFORD RC,2x,J15.2x,99,Henley Long Distance Sculls 2017
LATYMER UPPER SCH. BC,1x,J18.1x  Band 1,100,Henley Long Distance Sculls 2017
LATYMER UPPER SCH. BC,1x,J18.1x  Band 1,101,Henley Long Distance Sculls 2017
ETON COLLEGE BC,1x,J18.1x  Band 2,102,Henley Long Distance Sculls 2017
STRATFORD-UPON-AVON BC,2x,J15.2x,103,Henley Long Distance Sculls 2017
AMERICAN SCH. IN LONDON BC,1x,J18.1x  Band 1,106,Henley Long Distance Sculls 2017
ETON COLLEGE BC,1x,J18.1x  Band 1,108,Henley Long Distance Sculls 2017
READING RC,1x,J18.1x  Band 1,109,Henley Long Distance Sculls 2017
AMERICAN SCH. IN LONDON BC,1x,J18.1x  Band 3,112,Henley Long Distance Sculls 2017
LATYMER UPPER SCH. BC,1x,J18.1x  Band 1,114,Henley Long Distance Sculls 2017
LATYMER UPPER SCH. BC,1x,J18.1x  Band 1,115,Henley Long Distance Sculls 2017
ETON COLLEGE BC,1x,J18.1x  Band 3,116,Henley Long Distance Sculls 2017
UPPER THAMES RC,1x,MasE.1x,117,Henley Long Distance Sculls 2017
HENLEY RC,1x,MasE.1x,118,Henley Long Distance Sculls 2017
RADLEY COLLEGE BC,1x,J18.1x  Band 2,119,Henley Long Distance Sculls 2017
HEREFORD CATHEDRAL SCH. BC,1x,J18.1x  Band 2,120,Henley Long Distance Sculls 2017
ETON COLLEGE BC,1x,J18.1x  Band 3,121,Henley Long Distance Sculls 2017
STAR AND ARROW CLUB,1x,J18.1x  Band 2,122,Henley Long Distance Sculls 2017
HENLEY RC,1x,MasD.1x,123,Henley Long Distance Sculls 2017
MAIDENHEAD RC,2x,J16.2x,124,Henley Long Distance Sculls 2017
RADLEY COLLEGE BC,1x,J18.1x  Band 3,125,Henley Long Distance Sculls 2017
ETON COLLEGE BC,1x,J18.1x  Band 3,128,Henley Long Distance Sculls 2017
RADLEY COLLEGE BC,1x,J18.1x  Band 2,129,Henley Long Distance Sculls 2017
ETON COLLEGE BC,1x,J18.1x  Band 3,131,Henley Long Distance Sculls 2017
BRYANSTON SCH. BC,2x,J16.2x,132,Henley Long Distance Sculls 2017
ETON COLLEGE BC,1x,J18.1x  Band 3,133,Henley Long Distance Sculls 2017
SHANKLIN SANDOWN RC,2x,J15.2x,134,Henley Long Distance Sculls 2017
BEWL BRIDGE RC,1x,MasE.1x,135,Henley Long Distance Sculls 2017
ETON COLLEGE BC,1x,J18.1x  Band 2,136,Henley Long Distance Sculls 2017
ORATORY SCH. BC,1x,J18.1x  Band 3,138,Henley Long Distance Sculls 2017
STOURPORT BC,1x,MasE.1x,139,Henley Long Distance Sculls 2017
HENLEY RC,4x+,J14.4x+,140,Henley Long Distance Sculls 2017
LATYMER UPPER SCH. BC,1x,J18.1x  Band 2,141,Henley Long Distance Sculls 2017
LATYMER UPPER SCH. BC,1x,J18.1x  Band 2,142,Henley Long Distance Sculls 2017
MARLOW RC,1x,J18.1x  Band 3,144,Henley Long Distance Sculls 2017
LATYMER UPPER SCH. BC,1x,J18.1x  Band 1,145,Henley Long Distance Sculls 2017
HENLEY RC,1x,MasA/B H'cap.1x,146,Henley Long Distance Sculls 2017
WALLINGFORD RC,1x,J18.1x  Band 2,147,Henley Long Distance Sculls 2017
HENLEY RC,1x,J18.1x  Band 1,149,Henley Long Distance Sculls 2017
ETON COLLEGE BC,1x,J18.1x  Band 2,151,Henley Long Distance Sculls 2017
ETON COLLEGE BC,1x,J18.1x  Band 2,152,Henley Long Distance Sculls 2017
CRABTREE BC,1x,MasD.1x,153,Henley Long Distance Sculls 2017
STRATFORD-UPON-AVON BC,1x,MasD.1x,155,Henley Long Distance Sculls 2017
WALLINGFORD RC,1x,MasD.1x,156,Henley Long Distance Sculls 2017
STRATFORD-UPON-AVON BC,4x+,J14.4x+,157,Henley Long Distance Sculls 2017
BOURNEMOUTH COLLEGIATE SCH. BC,2x,J15.2x,158,Henley Long Distance Sculls 2017
WALLINGFORD RC,2x,J15.2x,159,Henley Long Distance Sculls 2017
MAIDENHEAD RC,4x+,J14.4x+,160,Henley Long Distance Sculls 2017
RADLEY COLLEGE BC,1x,J18.1x  Band 3,161,Henley Long Distance Sculls 2017
ETON COLLEGE BC,1x,J18.1x  Band 3,162,Henley Long Distance Sculls 2017
RADLEY COLLEGE BC,1x,J18.1x  Band 3,163,Henley Long Distance Sculls 2017
HEREFORD CATHEDRAL SCH. BC,1x,J18.1x  Band 2,164,Henley Long Distance Sculls 2017
LATYMER UPPER SCH. BC,1x,J18.1x  Band 2,165,Henley Long Distance Sculls 2017
QUINTIN BC,1x,MasF.1x,166,Henley Long Distance Sculls 2017
ETON COLLEGE BC,1x,J18.1x  Band 3,167,Henley Long Distance Sculls 2017
HEREFORD CATHEDRAL SCH. BC,1x,J18.1x  Band 2,168,Henley Long Distance Sculls 2017
ETON COLLEGE BC,1x,J18.1x  Band 2,169,Henley Long Distance Sculls 2017
UPPER THAMES RC,4x,MasI.4x-,170,Henley Long Distance Sculls 2017
GLOBE RC,1x,J18.1x  Band 1,171,Henley Long Distance Sculls 2017
RADLEY COLLEGE BC,1x,J18.1x  Band 3,172,Henley Long Distance Sculls 2017
GRANTA BC,1x,MasE.1x,174,Henley Long Distance Sculls 2017
STAR AND ARROW CLUB,2x,J15.2x,176,Henley Long Distance Sculls 2017
SHOREHAM RC,1x,MasA/B H'cap.1x,177,Henley Long Distance Sculls 2017
CITY OF BRISTOL RC,2x,J15.2x,178,Henley Long Distance Sculls 2017
ETON COLLEGE BC,1x,J18.1x  Band 2,179,Henley Long Distance Sculls 2017
SHOREHAM RC,1x,MasD.1x,184,Henley Long Distance Sculls 2017
ETON COLLEGE BC,1x,J18.1x  Band 3,185,Henley Long Distance Sculls 2017
BRYANSTON SCH. BC,1x,J18.1x  Band 2,188,Henley Long Distance Sculls 2017
HENLEY RC,1x,MasC.1x,189,Henley Long Distance Sculls 2017
WALLINGFORD RC,2x,J15.2x,191,Henley Long Distance Sculls 2017
RADLEY COLLEGE BC,1x,J18.1x  Band 2,195,Henley Long Distance Sculls 2017
ETON EXCELSIOR RC,1x,MasA/B H'cap.1x,198,Henley Long Distance Sculls 2017
ABINGDON RC,1x,MasF.1x,203,Henley Long Distance Sculls 2017
BEWL BRIDGE RC,1x,MasE.1x,206,Henley Long Distance Sculls 2017
MAIDENHEAD RC,1x,J18.1x  Band 3,208,Henley Long Distance Sculls 2017
WALLINGFORD RC,1x,MasH.1x,211,Henley Long Distance Sculls 2017
UPPER THAMES RC,1x,MasD.1x,213,Henley Long Distance Sculls 2017
AMERICAN SCH. IN LONDON BC,1x,J18.1x  Band 3,214,Henley Long Distance Sculls 2017
LATYMER UPPER SCH. BC,1x,J18.1x  Band 2,215,Henley Long Distance Sculls 2017
HENLEY RC,1x,MasE.1x,216,Henley Long Distance Sculls 2017
R.G.S.HIGH WYCOMBE BC,1x,MasD.1x,217,Henley Long Distance Sculls 2017
SHANKLIN SANDOWN RC,1x,J18.1x  Band 3,220,Henley Long Distance Sculls 2017
RADLEY COLLEGE BC,1x,J18.1x  Band 3,221,Henley Long Distance Sculls 2017
WALLINGFORD RC,2x,J15.2x,222,Henley Long Distance Sculls 2017
GLOBE RC,1x,MasA/B H'cap.1x,223,Henley Long Distance Sculls 2017
MAIDENHEAD RC,2x,J15.2x,227,Henley Long Distance Sculls 2017
BRYANSTON SCH. BC,2x,J15.2x,232,Henley Long Distance Sculls 2017
ABINGDON RC,4x+,J14.4x+,235,Henley Long Distance Sculls 2017
SHOREHAM RC,1x,MasC.1x,236,Henley Long Distance Sculls 2017
UPPER THAMES RC,1x,MasI.1x,237,Henley Long Distance Sculls 2017
UPPER THAMES RC,1x,MasF.1x,241,Henley Long Distance Sculls 2017
HEREFORD CATHEDRAL SCH. BC,2x,J15.2x,244,Henley Long Distance Sculls 2017
HEREFORD CATHEDRAL SCH. BC,1x,J18.1x  Band 3,251,Henley Long Distance Sculls 2017
WALLINGFORD RC,2x,J15.2x,252,Henley Long Distance Sculls 2017
ROSS RC,1x,MasC.1x,254,Henley Long Distance Sculls 2017
BRYANSTON SCH. BC,1x,J18.1x  Band 3,261,Henley Long Distance Sculls 2017
B T C  (SOUTHAMPTON) RC,1x,MasH.1x,263,Henley Long Distance Sculls 2017
UPPER THAMES RC,1x,MasH.1x,264,Henley Long Distance Sculls 2017
UPPER THAMES RC,1x,MasH.1x,272,Henley Long Distance Sculls 2017
UPPER THAMES RC,1x,MasJ.1x,273,Henley Long Distance Sculls 2017
SHOREHAM RC,1x,MasD.1x,278,Henley Long Distance Sculls 2017
MARLOW RC,4x,4x-,1,Henley Long Distance Sculls 2017
ETON COLLEGE BC,4x,4x-,2,Henley Long Distance Sculls 2017
A.B. SEVERN BC,4x,J16.4x-,3,Henley Long Distance Sculls 2017
CLAIRES COURT SCH. BC,4x,J16.4x-,4,Henley Long Distance Sculls 2017
ETON COLLEGE BC,4x,4x-,5,Henley Long Distance Sculls 2017
MARLOW RC,4x,4x-,6,Henley Long Distance Sculls 2017
HENLEY RC,4x,J16.4x-,7,Henley Long Distance Sculls 2017
LATYMER UPPER SCH. BC,4x,4x-,8,Henley Long Distance Sculls 2017
LATYMER UPPER SCH. BC,4x,4x-,9,Henley Long Distance Sculls 2017
HENLEY RC,2x,J18.2x,10,Henley Long Distance Sculls 2017
CLAIRES COURT SCH. BC,4x,J16.4x-,11,Henley Long Distance Sculls 2017
LATYMER UPPER SCH. BC,2x,J18.2x,12,Henley Long Distance Sculls 2017
WALLINGFORD RC,4x,J16.4x-,13,Henley Long Distance Sculls 2017
LATYMER UPPER SCH. BC,2x,J18.2x,14,Henley Long Distance Sculls 2017
LATYMER UPPER SCH. BC,4x,J16.4x-,15,Henley Long Distance Sculls 2017
UPPER THAMES RC/POOLEARC - COMPOSITE,2x,MasA/C H'cap.2x,16,Henley Long Distance Sculls 2017
CLAIRES COURT SCH. BC,4x,J16.4x-,18,Henley Long Distance Sculls 2017
GLOBE RC,2x,J18.2x,20,Henley Long Distance Sculls 2017
LATYMER UPPER SCH. BC,4x,J16.4x-,22,Henley Long Distance Sculls 2017
R.G.S.HIGH WYCOMBE BC,4x,J16.4x-,26,Henley Long Distance Sculls 2017
CLAIRES COURT SCH. BC,2x,J18.2x,27,Henley Long Distance Sculls 2017
WALLINGFORD RC,2x,J18.2x,28,Henley Long Distance Sculls 2017
UPPER THAMES RC,1x,1x  Band 1,29,Henley Long Distance Sculls 2017
